Index,coconut_id,SMILES,Classe
19,CNP0335725,O=C(OCC1(O)OC(C2OC(C(C)C2)C3(OC(CC3)C4(OC5(OC(C(C)C(O)C5)C(C)C(OC)C(C(=O)O)C)CC4)C)C)C(C)CC1C)NCCC=6C=CC=CC6,1
20,CNP0121245,O=C(O)C=C(Cl)C(NC(=O)C(N)C(C)C)C(=O)O,1
21,CNP0158345,O=C(O)C1=C(SC=CNC(=O)C)CC2N1C(=O)C2C(OS(=O)(=O)O)C,1
22,CNP0284713,O=C1C2=CC(OC3OC(C)C(NC)C(O)(C)C3O)=CC=C2NC(OC)C4N1CC(=CCC)C4,1
23,CNP0292800,O=C1OC=2C(=O)C=3C(O)=CC=CC3C(=O)C2C=4C(OC)=CC(=CC14)C,1
24,CNP0403054,O=C(O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(NC(=O)C(N)C5=CC=C(O)C(OC6=CC(O)=CC4=C6)=C5)CC7=CC=C(OC=8C=C3C=C(OC9=CC=C(C=C9Cl)C2O)C8O)C(Cl)=C7)C%10=CC(Cl)=C(O)C(=C%10)C=%11C(O)=CC(O)=CC%111,1
25,CNP0418923,O=C(OO)C(C)C1OC(CC2OC3(OC(C)(C4OC(CC4)C5OC(CC5)C6OC(O)(C)C(C)C(O)C6C)C(OC)C3C)C(C)C(OC)C2)C(OC7OC(C)C(OC)CC7)(C)C(OC)C1C,1
26,CNP0275371,O=C(O)C1=C(O)C=2C3=C(O)C=4C(=O)C5=CC=C(C(O)=C5C(=O)C4C=C3C(O)C(O)C2C=C1C)CC,1
27,CNP0418329,OC1CNC2C(OCC3OC(OC12)C(O)C3O)C4=CC=C(OC)C=C4,1
28,CNP0343285,O=C1OC(C(NC(=O)C(O)(CC)C2(O)OC(C(=CC(C(=O)C(=CC)C)C)C)C(C)CC2)C(=O)N3NCCCC3C(=O)N(O)C(C(=O)N(C)C(C(=O)N4NCCCC4C(=O)NC1C(O)C)C)C)C(C)C,1
29,CNP0147064,O=C(O)C(O)C1(O)OC(CC2OC3(OC(C)(CC3C)C4OC(CC4OC5OC(C)C(OC)CC5)C6OC(CC6)C7OC(O)(C)C(C)CC7C)C(C)C(OC)C2)C(C)C(OC)C1C,1
30,CNP0403298,O=C(N)C=1N=C(SC1)C2=CN(C=3C(=O)C=C(N)C(=O)C23)C,1
31,CNP0177737,O=C1OC(C(C=CC=CC(=O)OC(C(C=CC=C1)C)C(C)C(O)C(C)C2(O)OC(C)C(CC)C(OC3OC(C)C(O)C(O)C3)C2)C)C(C)C(O)C(C)C4(O)OC(C)C(CC)C(OC5OC(C)C(O)C(O)C5)C4,1
32,CNP0149019,O=CC1=CC(=CC=C1O)NNC(=O)C,1
33,CNP0251809,O=C(OCC1(O)OC(C2OC(C(C)C2)C3(OC(CC3)C4(OC5(OC(C(C)C(O)C5)C(C)C(OC)C(C(=O)O)C)CC4)C)CC)C(C)CC1C)NCCC=6C=CC=CC6,1
34,CNP0189905,O=CC1=CC(O)=C2C(=C1)N3OC(O)(C4NC4C3)C2COC(=O)N,1
35,CNP0229769,O=C(NC(C(OC)C)C1OC(SC)C(O)C(O)C1O)C2N(C)CCC2,1
36,CNP0326637,O=C(NC1C(=O)NC(C(=O)N(C)C2C(=O)N(C)C3(C(=O)OCC(NC(=O)C4=NC=5C=CC=CC5C=C4O)C(=O)NC(C(=O)N(C)C(C(=O)N(C)C6(C(=O)OC1)CC6C)C(SC2)SC(C)CC)C)CC3C)C)C7=NC=8C=CC=CC8C=C7O,1
37,CNP0104613,O=C(O)C1=C(SCCNC(=O)C)CC2N1C(=O)C2C(C)C,1
38,CNP0319439,O=C(N(O)CC(O)CP(=O)(O)O)C,1
39,CNP0281310,O=C(O)C=1C=C(C=C(OC)C1C2=CC(=O)C=3C(O)=CC=CC3C2=O)C,1
40,CNP0209560,O=C1C=C(C)CCOC(=O)C(NC(=O)C)CCCN(C(=O)C=C(C)CCOC(=O)C(NC(=O)C)CCCN(O)C(=O)C=C(C)CCCOC(=O)C(NC(=O)C)CCCN1O)C,1
41,CNP0334524,O=C1N=C(O)CCN1C2OC(CN=C(O)C=CC=CC3CC3C4CC4C5CC5C6CC6C=CC7CC7C)C(O)C2O,1
42,CNP0338356,O=C(O)C1=C(SC=CNC(=O)C)CC2N1C(=O)C2CC,1
43,CNP0305465,O=C(N)C(C)(C)C(O)C(=CC=CC=CC(O)C=1OC=NC1)C,1
44,CNP0341306,O=C(O)C1N2C(=O)C(C2CC1SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO)C(O)(C)C,1
45,CNP0081035,O=C1C2=CC=C3C(OC4OC3(C)C(O)C(N(C)C)C4C)=C2C(=O)C=5C(O)=C6C(=C(O)C15)C(OC7OC(C)C(O)C(N(C)C)C7)CC(O)(C)C6,1
46,CNP0174015,O=C(O)C1=C(SC=CNC(=O)C)CC2N1C(=O)C2C(C)C,1
47,CNP0289584,O=C1C=2C=CC=C(O)C2C(=O)C=3C(O)=C4C(=CC13)C(=O)C(O)(C)C(OC)C4,1
48,CNP0422215,O=P(O)(OC)N(N=C(O)C(N)CC(C)C)C,1
49,CNP0206498,O=CCC1CC(C(=O)C=CC2(OC2C(C)C(OC(=O)CC(O)C(C)C1OC3OC(C)CC(N(C)C)C3O)CC)C)C,1
50,CNP0349707,O=C(O)C1OC(OC2=CC=C(C=C2)C(C(=O)O)N3C(=O)C(N=CO)(N=C(O)C(O)C4=CC=C(OCCC(N)C(=O)O)C=C4)C3)C(O)C(O)C1O,1
51,CNP0399610,O=C(O)C1C(O)CC2(O)OC1CC(OC3OC(C)C(O)C(N)C3O)C=CC=CC=CC=CCCCC(OC(=O)CCC(O)C(O)CC(O)C2)C(C)C,1
52,CNP0340891,O=C(O)C1=C(SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO)CC2N1C(=O)C2C(OS(=O)(=O)O)C,1
53,CNP0319961,O=C(O)C=1C(O)=CC=C2OC(=NC21)CC3OC4(OC(C(C(=O)C5=CC=CN5)C)C(C)CC4)CCC3C,1
54,CNP0348654,O=C(O)C(C#C)N,1
55,CNP0250246,O=CCC1CC(C)C(O)C=CC=CCC(OC(=O)CC(OC(=O)CC)C(OC)C1OC2OC(C)C(OC3OC(C)C(OC(=O)CC)C(O)(C)C3)C(N(C)C)C2O)C,1
56,CNP0244038,O=C(OC)C1C2=CC=3C(=O)C=4C=CC=C(O)C4C(=O)C3C(O)=C2C(OC5OC(C)C(OC6OC(C)C(OC7OC(C)C(O)C(O)C7)C(O)C6)C(N(C)C)C5)CC1(O)CC,1
57,CNP0217597,O=C(O)C(C)C1OC(CCC1C)CC2OC3(OC(C)(CC3C)C4OC(C)(CC4)C5OC(CC5C)C6OC(O)(CO)C(C)CC6C)C(C)C(OC)C2,1
58,CNP0272558,O=CC1=CC=CC(O)C1N,1
59,CNP0343280,O=C1C(=C(O)SC1(C=C(C=C)C)CC)C,1
60,CNP0314192,O=C(O)C(C)C1OC(C(=CC=CC2C=CC3C(CC)CCC3C2C(=O)C4=CC=CN4)CC)C(C)CC1,1
61,CNP0204977,O=C1C=CC(=O)C1(O)CO,1
62,CNP0297078,O=CCC1CC(C(=O)C=CC=CCC(OC(=O)CC(OC(=O)CC)C(OC)C1OC2OC(C)C(OC3OC(C)C(OC(=O)CC(C)C)C(O)(C)C3)C(N(C)C)C2O)C)C,1
63,CNP0188369,O=C1C=CC=CC(=CC(O)C(O)C=CC=CC(=CC=CCC(N1)CC=CCCC)C)C,1
64,CNP0344021,O=C(OC1C=2C=CC3=C(C2)C4=CC=CC4(OC5OC(C)(C)C(N(C)C)C(O)C5O)C3OC6=C(Cl)C=C(C=C6O)C(N)CC(=O)OC1)C=7C=C(OC)C=C8OC(C(=O)NC87)C,1
65,CNP0301146,O=CNC=1C(=O)NC2=CSSC21,1
66,CNP0273050,O=C1ONC=C1CC(N)C(=O)O,1
67,CNP0200699,O=C1OC(C(=O)NCC(O)CC(O)C(O)CCC(=CC=CC(CC)CCCC(=O)CCCCC(C)CC1C)COC)CCC,1
68,CNP0220656,O=C(O)C(C)CC(C(=O)C(=CC(C)C1OC2(OC(C)(CC2)C3OC4(OC(CC4C)C5OC(O)(CO)C(C)C(OC6OC(C)C(OC)CC6)C5C)C(C)CC3)C(C)C(OC7OC(C)C(OC)CC7)C1)C)C,1
69,CNP0233138,O=C1C=2OC3=CC(OC)=C(OC)C=C3C(=O)C2C(=O)C=4C1=CC=C5C=C6C(C(=O)N7CCOC7(C)C6)=C(O)C54,1
70,CNP0306765,O=C(OC1C(O)C(OC(NC2=NC3C(=O)NCC(O)C3N2)C1N(C(=O)CN=CN)C)CO)N,1
71,CNP0130343,O=C(O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(NC(=O)C(N)C5=CC=C(OS(=O)(=O)O)C(OC6=CC(O)=CC4=C6)=C5)CC7=CC=C(OC=8C=C3C=C(OC9=CC=C(C=C9Cl)C2O)C8O)C(Cl)=C7)C%10=CC(Cl)=C(O)C(=C%10)C=%11C(O)=CC(O)=CC%111,1
72,CNP0250924,O=C1NCC=2C1=C3C4=CC=CC=C4N5C3=C6C2C=7C=CC=CC7N6C8(OC5CC(NC)C8OC)C,1
73,CNP0335455,O=C(O)C(C)C(OC)C(C)C1OC2(OC(C)(CC2)C3OC(C)(CC3OC4OC(C)C(OC)CC4)C5OC(CC5C)C6(O)OC(C)(CC6C)C(O)CC)C(C)C(OC)C1C,1
74,CNP0244118,O=C1OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)C(O)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)C1C(O)CCCCC,1
75,CNP0426993,O=C1OC(C(NC(=O)C(O)(C)C2(O)OC(C(=CC(C(=O)C(=CC)C)C)C)C(C)CC2)C(=O)N3CCCCC3C(=O)N(O)C(C(=O)N(C)C(C(=O)N4CCCCC4C(=O)NC1C(O)C)CC(C)C)C)C(C)C,1
76,CNP0327609,O=C(O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C(NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)C4=CC=C(OC=5C=C3C=C(OC6=CC=C(C=C6Cl)C2OC7OC(C)C(O)C(N)(C)C7)C5OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(N)(C)C9)C(Cl)=C4)CC(=O)N)C%10=CC=C(O)C(=C%10)C%11=C(O)C=C(O)C=C%111,1
77,CNP0344267,O=C1NC2(OCCC(=C)C1(O)NC2=O)C(O)C(O)(C)CO,1
78,CNP0392427,O=C1OC2CC(O)(N1)C(OC)C=CC=C(C)CC3=CC(OC)=C(Cl)C(=C3)N(C(=O)CC(OC(=O)C(C)C)C4(OC4C2C)C)C,1
79,CNP0201763,O=C(O)C(C)C1(O)OC(C(C)CC1C)C(C)C(O)C(C(=O)C(CC)C2OC(C)(CC2C)C3(O)OC(CC)(CC3C)C(O)C)C,1
80,CNP0215745,O=C1OC(CC)C(O)(COC2OC(C)C(O)C(OC)C2OC)C3OC3C=CC(=O)C(C)CC(C)C(OC4OC(C)CC(N(C)C)C4O)C(C=C1)C,1
81,CNP0406983,O=C1OC(CC)C(COC2OC(C)C(O)C(OC)C2OC)C3OC3C=CC(=O)C(C)CC(C)C(OC4OC(C)CC(N(C)C)C4O)C(C=C1)C,1
82,CNP0390383,O=C1OC(C=CC(O)(C)C(OP(=O)(O)O)CC(O)C=CC=CC=CCO)CC=C1,1
83,CNP0111396,O=C(O)C1N=C(O)C2N=C(O)C(N=C(O)C3N=C(O)C4N=C(O)C(N=C(O)C(NC)C5=CC=C(O)C(OC6=CC(O)=C(Cl)C4=C6)=C5)C(O)C7=CC=C(OC=8C=C3C=C(OC9=C(Cl)C=C(C=C9Cl)C2O)C8OC%10OC(CO)C(O)C(O)C%10N=C(O)CCCCCCCCC(C)C)C(Cl)=C7)C%11=CC=C(O)C(=C%11)C%12=C(OC%13OC(CO)C(O)C(O)C%13O)C=C(O)C=C%121,1
84,CNP0342946,O=P(O)(O)C(N=C(O)C(N=C(O)C(N=C(O)C)C(C)CC)CC1=CC=C(O)C=C1)CC2=CC=C(O)C=C2,1
85,CNP0261204,O=C(O)CCCCCCC1OC(=O)OC1C(O)C#CC#CC#C,1
86,CNP0270586,O=C1OC(C)C(NC(=O)C2=NC=CC=C2O)C(=O)NC(C(=O)N3CCCC3C(=O)N(C)C(C(=O)N4CCC(=O)CC4C(=O)NC1C=5C=CC=CC5)CC6=CC=C(C=C6)N(C)C)CC,1
87,CNP0475534,O=CC1=CC(O)C2C=C(C)C(OC3OC(C)C(NC(=O)OC)C(C)(C3)[NH+]([O-])O)CC=C(C)C4C=CC5C(O)C(C)CC(C)C5C4(C(=O)C=6C(=O)OC2(C6O)C1)C,1
88,CNP0245698,O=C(O)C=C(C)CC(C)C(O)C(C(=O)C(C=C(C=CCC(C=C(C=CC1OC(=O)C=CC1C)CC)C)C)C)C,1
89,CNP0321951,O=C(O)C1=C(S(=O)O)CC2N1C(=O)C2C(OS(=O)(=O)O)C,1
90,CNP0226644,O=C(O)C(O)C1(O)OC(CC2OC3(OC(C)(C4OC(CC4)C5OC(CC5)C6OC(O)(C)C(C)C(OC7OC(C)C(OC)CC7)C6C)C(OC8OC(C)C(OC)CC8)C3C)C(C)C(OC)C2)C(OC)(C)C(OC)C1C,1
91,CNP0206804,O=C1N2OC3C(O)C=CC4OC43CC52SSC(C6=CC=C(OC)C(OC)=C6O)C1N(C5=O)C,1
92,CNP0337845,O=C(O)CC1(O)OC(C(OC)C(OC)C1C)C(C)C2OC3(OC(C)(CC3)C4OC(C)(CC4)C5OC(CC5OC6OC(C)C(OC)C(OC)C6)C7OC(OC)(C)C(C)CC7C)CC(O)C2C,1
93,CNP0223298,O=C(C=CC=1C(=O)NC(=O)NC1C)NC(CO)CS(=O)CSC,1
94,CNP0287695,O=C(OC)C=C(OC)C(OC)=CC(=CC=C(C)C(C)CC1(OC1C=C)C)C,1
95,CNP0368372,O=C(O)C1=C(SC=CNC(=O)CC)CC2N1C(=O)C2C(OS(=O)(=O)O)C,1
96,CNP0250779,O=C(OCC1OC(OC2C(OC3(OCC=4C=C(O)C=C(O)C43)C(O)C2OC(=O)C=CC=CCC(O)C=CC=CCCCCC)CO)C(O)C(O)C1O)C=CC=CCCCCC,1
97,CNP0121752,O=C1C=C2CCC(O)C(C)C2(CO)CC1C(=C)C,1
98,CNP0129460,O=C1C=C(OC=2C=3C(=O)C=4C(O)=C(C=C(C4C(=O)C3C=C(C12)C)C5OC(C)C(O)C(N(C)C)C5)C6OC(C)C(O)C(N(C)C)(C)C6)C(C)CC=CC,1
99,CNP0292643,O=C1C=C(OC=2C=3C(=O)C=4C(O)=C(C=C(C4C(=O)C3C=C(C12)C)C5OC(C)C(O)C(N(C)C)C5)C6OC(C)C(OC(=O)C)C(N(C)C)(C)C6)C(C)CC=CC,1
100,CNP0329943,O=C1C=CC(OC)=C(N1O)C,1
101,CNP0426041,O=C(OC)C1OC(N2C=C(C=3C(OC)=CC=CC32)CC)C(O)C(O)C1,1
102,CNP0116539,O=C1OC(C)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)CC=2C=CC=CC2)CC(C)C)CC=3C=CC=CC3)C(=O)NC(C(=O)NC(C(=O)NC1=CC)C)C(C)C,1
103,CNP0338269,O=C(O)CC1(O)OC(C(OC)C(OC)C1C)C(C)C2OC3(OC(C)(CC3)C4OC(C)(CC4)C5OC(CC5OC6OC(C)C(OC)C(OC)C6)C7OC(O)(C)C(C)CC7C)CC(O)C2C,1
104,CNP0285356,O=C1OC(C)C(C=CCCC(=O)C(C)CC(C)C(OC2OC(C)CC(OC)C2O)C(C=C1)C)COC3OC(C)C(O)C(OC)C3OC,1
105,CNP0231608,O=C(OC)C1C2=CC=3C(=O)C=4C=CC=C(O)C4C(=O)C3C(O)=C2C(OC5OC(C)C(OC6OC(C)C7OC8OC(C(=O)CC8OC7C6)C)C(N(C)C)C5)CC1(O)CC,1
106,CNP0142950,OC1=CC=C(C=C1)CC(NC)C(O)CCC=CC(C)CC(C)CC,1
107,CNP0139661,O=CC=1C(O)=C(C=C(C1O)C(OC)C(C)C)C(=O)C(CCC)C2OC(O)C3(OC3CC)C(O)C2,1
108,CNP0385011,O=C1C=2C=CC=C(O)C2C(=O)C=3C(O)=C4C(=C(O)C13)CC(O)(CC4OC5OC(C)C(OC(OC(C)CO)CC(O)C)C(N)C5)C(O)C,1
109,CNP0110221,O=C(C=CC(C)CC(C=C(C)C)C)NC1=CC(O)(CCCCC(=O)O)C2OC2C1=O,1
110,CNP0287332,O=C(O)CC1(O)OC(C(C)CC1C)C(C)C(O)C(C(=O)C(CC)C2OC(C)(CC2C)C3(O)OC(CC)(CC3C)C(O)C)C,1
111,CNP0289949,O=C1NCC=2C1=C3C4=CC=CC=C4N5C3=C6C2C=7C=CC=CC7N6C8(OC5CC(O)C8OC)C,1
112,CNP0108207,O=C(O)C1=CC=CC2=NC=3C(N=C21)=CC=CC3C(OC(=O)C(OC)CO)C,1
113,CNP0294045,O=C1OC23C(=O)C=4C(O)=C5C(=C(O)C4C(=O)C3(O)C(OC(C1)C2)C)C6(O)C(OC5CC6OC7OC(C)C(O)CC7)C,1
114,CNP0217789,O=C(O)C(N)CCOC1=CC=C(C=C1)C(O)C(O)=NC2(N=CO)C(=O)N(C2)C(C(=O)O)C3=CC=C(O)C=C3,1
115,CNP0356487,O=C(C=CC=CC)NCC(O)CC(N)CC(=O)NCCC(=N)N,1
116,CNP0259586,O=C1NC(O)C(N1)C(O)C(O)C(O)CO,1
117,CNP0256144,O=C1C=CC(O)C1(O)CO,1
118,CNP0275218,O=C(OC1C(O)=C(C(=O)N)C(=O)C2(OC)C(O)=C3C(=O)C4=C(O)C(=CC=C4C(OC)(C)C3CC12)C5OC(C)C(OC(=O)C(=CC)C)C(O)C5)C=6C=CC=CC6O,1
119,CNP0330861,OCC1OC(OCC=C(C)CCC=C(C)CCC(O)C(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCC=C(C)C)C(O)C(O)C1O,1
120,CNP0300448,O=C(O)C(N)CCC(=O)NC(C(=O)NC1(OC)C(=O)N(C1)S(=O)(=O)O)C,1
121,CNP0253908,O=C1C=2C(OC)=CC(O)=C(C2OC(C)C1)CCO,1
122,CNP0149315,OCC=C(C)CCC=C(C)CCC=C(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCC=C(C)C,1
123,CNP0274327,OC(C(O)C(O)C1OC1)C(O)C(O)C2OC2,1
124,CNP0271843,N=C(O)C1N=C(C=2N=CC=CC2O)C(O)(C)C1,1
125,CNP0302052,O=C(O)C=C(C)CC(C)C(O)C(C(=O)C(C=C(C=CCC(C=C(C=CC1OC(=O)C=CC1C)CC)C)C)CO)C,1
126,CNP0144973,O=C(O)C1=C(S(=O)C=CNC(=O)C)CC2C(C(=O)N12)=C(C)CO,1
127,CNP0138846,O=C(O)C(C)CC(C(=O)C(=CC(C)C1OC2(OC(C)(CC2)C3OC4(OC(CC4C)C5OC(O)(CO)C(C)CC5C)C(C)C(OC6OC(C)C(OC)C(O)C6)C3)CC(O)C1C)C)C,1
128,CNP0181517,O=C(O)CCC1C(=O)OC(C(=O)NC(C(=O)N2CCCC2C(=O)NCC(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N3CCCCC3C(=O)NC(C(=O)N1C)C(C)C)C(C)CC)CCC(=O)O)C(C)C)CC=4C=CC=CC4)C(C)CC,1
129,CNP0141174,O=C(OC)C1(NC2=C(O)C=C3C(=C2C1=O)CC(Cl)CN3C(=O)C4=CC=5C=C(OC)C(OC)=C(OC)C5N4)C,1
130,CNP0290353,O=C(C(C)C(O)C(C)C1OC(O)(CC)C(C)CC1C)C(CC)C2OC(C)(CC2C)C34OC(C)C(O3)(CC)CC4C,1
131,CNP0341209,O=C(O)CC=CC=1C(=O)C=2C(O)=C3C(=C(O)C2C(=O)C1O)C4(O)C(OC3CC4OC5OC(C)C(O)CC5)C,1
132,CNP0129418,N=C(N)CCN=C(O)CC(N)CC(O)C(N=C(O)C=CC=CC)C,1
133,CNP0318402,O=C(O)C(C)CC(C(=O)C(=CC(C)C1OC2(OC(C)(CC2)C3OC4(OC(CC4C)C5OC(O)(CO)C(C)CC5C)C(C)C(OC6OC(C)C(O)CC6)C3)CC(O)C1C)C)C,1
134,CNP0297602,O=C(O)C1=C(S(=O)C=CNC(=O)C)CC2N1C(=O)C2C(OS(=O)(=O)O)(C)C,1
135,CNP0192036,OC1C(OC2OC(CNC)CCC2N)C(N)CC(OC)C1NC,1
136,CNP0339658,O=C1C=C2NC(=O)CC(OC)C=CC=CC=CCC(OC(=O)C(NC(=O)CCC(C)C)C)C(C)C(O)C(=CCCC(=C1)C2=O)C,1
137,CNP0284329,O=C(C)C(C)C(O)C(C1=CC=C(C=C1C=CCO)C)C,1
138,CNP0170448,O=C(O)C(N)CC(=O)CO,1
139,CNP0156926,OCC=C(C)CCC=C(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCC=C(C)C,1
140,CNP0264601,O=C(O)C(N=C(O)C(N)C)CC(Cl)C1(O)C(O)=NC1,1
141,CNP0218287,O=C1N2CCCCC2C(O)=NC(C(O)=NC(C(O)=NC1CC(C)C)CC=3C=CC=CC3)CCCCCC(=O)C4OC4,1
142,CNP0303036,O=C1C=2C=CC=C(O)C2C(=O)C=3C(O)=C4C(=C(O)C13)CC(O)(C(=O)C)CC4OC5OC(C)C(OC(OC(C)CO)CC(O)C)C(N)C5,1
143,CNP0341362,O=C1OC23C(O)=C1C(=O)C4(C)C(C=CCC(OC5OC(C)C(NC(=O)C=6C(O)=CC=C(Cl)C6C)C(N(C)C)C5)C(=CC3C=CC(CCC)C2)C)C(=CC7C(O)C(O)CC(C)C74)CC,1
144,CNP0442685,O=C1NC2=CC(O)=CC(=C2O)CCC=C(C)C(O)C(C)C(OCC(NC(=O)CCCC)C)CC=CC=CC=CC(OC)C1,1
145,CNP0404850,OC1CC(N)C(OC2OC(CCC2N)C(N)C)C(O)C1OC3OCC(O)(C)C(NC)C3O,1
146,CNP0214093,O=C(O)C(N)CCOC1=CC=C(C=C1)C(=NO)C(O)=NC2C(=O)N(C2)C(C(=O)O)C3=CC=C(O)C=C3,1
147,CNP0340975,O=C(O)CC1(O)CCC1N=C(O)C(N)C(C)C,1
148,CNP0180383,O=C(O)C1N=C(O)C2N=C(O)C(N=C(O)C3N=C(O)C(N=C(O)C(N=C(O)C(NC)CC(C)C)C(O)C4=CC=C(OC=5C=C3C=C(OC6=CC=C(C=C6Cl)C2OC7OC(C)C(O)C(N)(C)C7)C5OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(N)(C)C9)C=C4)CC(=N)O)C%10=CC=C(O)C(=C%10)C%11=C(O)C=C(O)C=C%111,1
149,CNP0155418,OC(C)C1OC(OC2C(O)C(OC3OCC(O)(C)C(NC)C3O)C(N)CC2N)C(N)C(O)C1O,1
150,CNP0410913,O=C(OC1C=C2COC(O)C2(O)C3(C)CCCC(C)(C)C13)C=CC=CC=CC,1
151,CNP0197750,O=C(O)C(N)C1(C)CC1,1
152,CNP0336560,O=C1C2=C(OC)C=C3OCCC3=C2OC(C)C1,1
153,CNP0123849,O=C(O)CNC(=O)C(NC(=O)C1NC(C(=O)C(NC(=O)C2N(C(=O)C(NC(=O)C(NC(=O)C3N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)CC4=CNC=5C=CC=CC54)(C)CC)CCC(=O)N)(C)C)C(C)CC)C(O)C)(C)C)CC(C)C)(C)C)CCC3)CCC(=O)N)(C)C)CC(O)C2)(C)CC)CC1)CC=6C=CC=CC6,1
154,CNP0071782,O=C(O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C(NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)C4=CC=C(OC=5C=C3C=C(OC6=CC=C(C=C6)C2OC7OC(C)C(O)C(N)(C)C7)C5OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C=C4)CC(=O)N)C=%10C=CC(O)=C(C%10)C%11=C(O)C=C(O)C=C%111,1
155,CNP0302102,O=C(OC)C1C2=CC=3C(=O)C=4C=CC=C(O)C4C(=O)C3C(O)=C2C(OC5OC(C)C(OC6OC(C)C(OC7OC(C(=O)C=C7)C)C(O)C6)C(N(C)C)C5)CC1(O)CC,1
156,CNP0145580,OC1C(OC2OC(CCC2N)C(N)C)C(N)CC(OC)C1NC,1
